customer_id,senior_citizen,partner,tenure_months,contract,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,support_calls,churn
C100315,0,Yes,7,Month-to-month,Fiber optic,Mailed check,No,58.79,363.81,0,No
C100316,1,Yes,21,Month-to-month,DSL,Mailed check,No,74.25,1523.4,0,No
C100317,1,Yes,16,One year,Fiber optic,Bank transfer,Yes,25.56,397.28,0,No
C100318,0,Yes,15,Month-to-month,Fiber optic,Mailed check,No,56.35,842.54,1,No
C100319,1,No,29,Two year,Fiber optic,Bank transfer,Yes,108.28,3126.23,2,Yes
C100320,0,No,3,Two year,Fiber optic,Electronic check,Yes,85.68,265.82,1,Yes
C100321,0,Yes,23,Month-to-month,Fiber optic,Mailed check,No,65.3,1487.69,2,No
C100322,0,No,63,Month-to-month,DSL,Credit card,No,73.39,4600.71,1,No
C100323,1,Yes,63,Month-to-month,No,Electronic check,No,87.43,5523.41,1,Yes
C100324,1,No,0,Two year,DSL,Bank transfer,No,93.17,,1,No
C100325,0,No,49,One year,No,Electronic check,Yes,53.31,2584.51,1,Yes
C100326,0,No,72,Two year,Fiber optic,Credit card,Yes,116.04,8360.97,0,No
C100327,0,Yes,42,Month-to-month,No,Bank transfer,Yes,109.49,4550.95,1,No
C100328,0,No,28,One year,DSL,Mailed check,Yes,90.32,2492.1,3,Yes
C100329,0,Yes,35,Month-to-month,Fiber optic,Electronic check,Yes,44.71,1550.13,1,Yes
C100330,0,No,15,One year,No,Mailed check,Yes,39.39,619.22,3,No
C100331,0,Yes,29,Month-to-month,Fiber optic,Credit card,No,60.2,1726.33,2,Yes
C100332,0,Yes,68,One year,Fiber optic,Mailed check,No,71.82,4863.36,4,No
C100333,0,Yes,44,Two year,Fiber optic,Mailed check,No,18.0,792.9,4,No
C100334,0,No,31,Month-to-month,Fiber optic,Bank transfer,No,84.84,2630.97,3,Yes
C100335,0,Yes,9,One year,Fiber optic,Mailed check,Yes,108.62,957.95,2,No
C100336,0,No,66,Month-to-month,DSL,Mailed check,No,87.29,5810.8,1,No
C100337,0,Yes,11,One year,No,Electronic check,Yes,49.72,540.29,3,Yes
C100338,0,No,52,Month-to-month,Fiber optic,Electronic check,No,46.17,2403.68,2,No
C100339,0,Yes,22,Two year,DSL,Bank transfer,Yes,79.0,1727.96,0,No
C100340,0,Yes,20,Month-to-month,Fiber optic,Credit card,No,65.4,1319.0,4,Yes
C100341,1,Yes,12,Two year,No,Credit card,No,83.29,1030.35,0,No
C100342,0,Yes,27,Two year,Fiber optic,Credit card,Yes,88.05,2418.94,1,No
C100343,0,Yes,49,One year,Fiber optic,Mailed check,Yes,102.76,5016.18,0,No
C100344,0,No,30,One year,DSL,Electronic check,Yes,36.04,1108.72,2,No
C100345,0,Yes,1,One year,DSL,Bank transfer,Yes,76.65,90.39,1,No
C100346,0,Yes,19,Two year,No,Credit card,No,59.1,1147.26,1,No
C100347,0,No,11,Month-to-month,DSL,Bank transfer,No,67.04,735.14,1,No
C100348,1,No,29,One year,DSL,Mailed check,No,95.93,2777.29,2,No
C100349,0,Yes,65,Month-to-month,Fiber optic,Bank transfer,No,99.19,6470.74,2,No
C100350,0,No,70,One year,Fiber optic,Bank transfer,Yes,111.95,7860.37,0,No
C100351,0,Yes,72,Month-to-month,Fiber optic,Credit card,Yes,82.77,5998.58,2,No
C100352,0,Yes,8,One year,Fiber optic,Bank transfer,No,66.7,538.56,0,No
C100353,0,Yes,35,One year,Fiber optic,Mailed check,Yes,62.41,2181.68,2,Yes
C100354,0,No,3,Month-to-month,DSL,Electronic check,Yes,18.0,0.0,1,Yes
C100355,0,No,36,Month-to-month,Fiber optic,Mailed check,No,110.19,3926.56,3,Yes
C100356,0,Yes,42,One year,DSL,Electronic check,No,60.34,2524.42,2,No
C100357,1,No,56,One year,DSL,Credit card,Yes,85.18,4742.55,0,No
C100358,0,No,24,Month-to-month,DSL,Mailed check,Yes,90.37,2189.23,1,Yes
C100359,0,No,2,One year,DSL,Mailed check,No,32.64,32.53,2,Yes
C100360,0,No,33,Two year,Fiber optic,Mailed check,Yes,42.3,1383.37,2,No
C100361,0,No,31,Month-to-month,Fiber optic,Bank transfer,No,116.41,3597.16,0,Yes
C100362,0,No,45,Month-to-month,DSL,Mailed check,Yes,78.71,3572.07,4,Yes
C100363,0,Yes,7,Month-to-month,DSL,Electronic check,Yes,52.58,352.85,0,Yes
C100364,0,Yes,44,One year,Fiber optic,Credit card,No,66.21,2924.55,1,No
C100365,0,Yes,29,Month-to-month,Fiber optic,Mailed check,Yes,102.59,2980.0,1,Yes
C100366,0,Yes,53,One year,DSL,Mailed check,Yes,98.03,5218.17,1,No
C100367,0,No,71,One year,DSL,Electronic check,Yes,26.02,1868.68,2,No
C100368,0,No,16,Month-to-month,Fiber optic,Mailed check,Yes,119.03,1903.64,3,Yes
C100369,0,Yes,55,Two year,DSL,Bank transfer,Yes,98.98,5401.49,1,No
C100370,0,No,9,One year,No,Credit card,No,65.43,583.08,0,No
C100371,1,No,71,Month-to-month,Fiber optic,Electronic check,No,34.25,2431.25,0,Yes
C100372,0,No,35,Month-to-month,No,Credit card,Yes,101.62,3563.85,2,No
C100373,0,Yes,54,Month-to-month,Fiber optic,Bank transfer,Yes,84.29,4533.22,0,No
C100374,0,No,56,Month-to-month,DSL,Electronic check,No,26.27,1499.64,0,No
C100375,0,No,44,Month-to-month,Fiber optic,Electronic check,Yes,63.04,2774.1,1,Yes
C100376,0,No,28,Two year,Fiber optic,Electronic check,Yes,130.0,3616.99,6,No
C100377,0,Yes,55,Month-to-month,No,Credit card,No,70.5,3866.04,2,Yes
C100378,0,No,34,Month-to-month,DSL,Electronic check,No,47.74,1671.37,0,No
C100379,0,Yes,48,One year,No,Mailed check,Yes,39.75,1924.61,3,No
C100380,0,No,44,One year,Fiber optic,Bank transfer,No,123.16,5445.25,3,No
C100381,1,No,33,Two year,No,Credit card,Yes,95.43,3123.15,1,No
C100382,0,No,8,One year,No,Bank transfer,Yes,112.22,880.54,1,No
C100383,0,No,21,Month-to-month,DSL,Bank transfer,No,77.45,1609.41,1,No
C100384,0,No,68,Month-to-month,Fiber optic,Electronic check,Yes,107.62,7322.77,3,Yes
C100385,0,Yes,37,Two year,DSL,Credit card,No,44.55,1644.0,2,No
C100386,0,No,46,One year,DSL,Electronic check,Yes,74.88,3432.24,0,No
C100387,0,Yes,18,Two year,No,Electronic check,No,78.61,1405.88,0,No
C100388,0,No,51,Month-to-month,Fiber optic,Credit card,Yes,111.47,5665.12,2,No
C100389,0,No,35,Two year,Fiber optic,Electronic check,Yes,79.57,2780.45,1,No
C100390,1,Yes,15,One year,Fiber optic,Electronic check,Yes,51.23,796.28,1,No
C100391,0,Yes,10,Month-to-month,DSL,Bank transfer,No,71.92,681.37,1,Yes
C100392,1,No,28,One year,No,Electronic check,No,19.71,560.54,3,No
C100393,0,No,41,One year,Fiber optic,Electronic check,Yes,18.0,772.5,3,No
C100394,0,Yes,20,Month-to-month,DSL,Bank transfer,No,94.94,1894.22,1,Yes
C100395,0,No,17,Month-to-month,No,Bank transfer,No,58.76,985.7,1,Yes
C100396,0,Yes,19,Two year,Fiber optic,Credit card,Yes,62.16,1204.15,1,No
C100397,0,Yes,21,Month-to-month,Fiber optic,Electronic check,Yes,94.93,1968.92,1,Yes
C100398,0,No,53,Month-to-month,DSL,Mailed check,Yes,111.91,5930.66,2,No
C100399,0,Yes,36,Month-to-month,DSL,Credit card,No,86.03,3071.08,1,No
C100400,0,No,34,Month-to-month,Fiber optic,Electronic check,Yes,127.84,4299.81,4,Yes
C100401,0,Yes,11,Two year,No,Electronic check,Yes,85.08,932.08,0,No
C100402,1,Yes,39,One year,DSL,Electronic check,Yes,79.07,3052.15,0,No
C100403,0,Yes,70,Month-to-month,No,Mailed check,No,77.21,5404.41,1,No
C100404,0,Yes,54,Two year,No,Electronic check,Yes,31.44,1725.64,0,No
C100405,1,Yes,32,Two year,No,Bank transfer,No,98.68,3204.12,2,No
C100406,0,No,22,Month-to-month,DSL,Credit card,Yes,18.0,398.34,1,Yes
C100407,0,No,25,Two year,Fiber optic,Electronic check,Yes,52.41,1335.73,0,No
C100408,0,No,1,Month-to-month,DSL,Bank transfer,Yes,70.69,80.66,1,Yes
C100409,1,No,2,Two year,Fiber optic,Electronic check,No,46.31,83.04,2,Yes
C100410,0,Yes,56,One year,DSL,Electronic check,Yes,56.45,3113.08,3,No
C100411,0,No,61,One year,Fiber optic,Bank transfer,Yes,125.18,7676.64,0,No
C100412,0,Yes,70,Month-to-month,DSL,Mailed check,No,103.12,7192.17,0,No
C100413,0,No,45,Two year,Fiber optic,Credit card,No,49.43,2258.92,0,No
C100414,0,No,67,Month-to-month,Fiber optic,Mailed check,Yes,55.91,3759.39,2,No
C100415,1,No,30,Month-to-month,Fiber optic,Electronic check,Yes,31.69,926.3,0,No
C100416,0,Yes,18,Month-to-month,DSL,Mailed check,Yes,91.15,1648.5,2,Yes
C100417,0,No,17,One year,No,Electronic check,No,62.51,1115.99,3,No
C100418,0,No,17,Month-to-month,Fiber optic,Credit card,No,18.0,344.39,1,Yes
C100419,0,No,54,Two year,No,Bank transfer,No,73.02,3930.26,5,No
C100420,0,Yes,0,One year,No,Mailed check,Yes,83.17,,0,No
C100421,0,No,69,Month-to-month,Fiber optic,Mailed check,Yes,98.89,6825.92,1,No
C100422,0,Yes,56,Month-to-month,DSL,Bank transfer,Yes,67.8,3792.66,2,No
C100423,0,No,27,Month-to-month,Fiber optic,Bank transfer,Yes,58.82,1618.13,0,No
C100424,0,No,51,One year,Fiber optic,Electronic check,No,129.59,6627.58,1,No
C100425,0,Yes,9,Two year,DSL,Electronic check,Yes,70.2,589.49,0,Yes
C100426,0,Yes,31,Month-to-month,Fiber optic,Electronic check,No,91.59,2850.76,1,No
C100427,0,Yes,7,Two year,No,Mailed check,No,53.81,372.19,3,No
C100428,1,No,8,Month-to-month,No,Mailed check,No,90.7,726.53,3,No
C100429,1,Yes,0,Two year,No,Electronic check,No,26.33,,0,No
C100430,0,Yes,58,Two year,DSL,Mailed check,No,56.14,3286.09,0,No
C100431,0,Yes,54,One year,DSL,Mailed check,Yes,33.75,1846.94,0,No
C100432,0,No,65,One year,No,Electronic check,Yes,51.85,3351.51,0,No
C100433,0,No,71,Two year,Fiber optic,Credit card,Yes,107.51,7631.74,0,No
C100434,0,No,70,Month-to-month,Fiber optic,Bank transfer,No,51.63,3602.89,1,No
C100435,0,Yes,72,Month-to-month,DSL,Mailed check,Yes,91.55,6549.55,0,No
C100436,1,Yes,1,Month-to-month,Fiber optic,Mailed check,No,115.52,112.79,2,Yes
C100437,0,No,57,Month-to-month,Fiber optic,Electronic check,No,69.17,3988.81,0,Yes
C100438,0,No,52,One year,Fiber optic,Credit card,No,99.81,5147.32,3,No
C100439,1,No,11,One year,DSL,Bank transfer,No,85.93,944.63,2,Yes
C100440,0,No,9,Two year,Fiber optic,Mailed check,Yes,73.49,660.01,2,No
C100441,0,Yes,71,Month-to-month,Fiber optic,Credit card,Yes,92.51,6575.4,0,No
C100442,0,No,64,One year,Fiber optic,Credit card,No,125.2,7988.73,2,No
C100443,1,No,23,Month-to-month,Fiber optic,Credit card,Yes,50.88,1134.61,1,Yes
C100444,1,No,5,Month-to-month,No,Electronic check,No,41.22,171.64,1,No
C100445,0,No,24,One year,Fiber optic,Electronic check,No,39.46,980.31,6,Yes
C100446,0,Yes,0,Two year,DSL,Bank transfer,Yes,99.83,,0,No
C100447,1,No,50,One year,DSL,Mailed check,Yes,103.88,5181.51,1,No
C100448,1,Yes,27,Month-to-month,Fiber optic,Bank transfer,Yes,53.89,1507.65,1,Yes
C100449,0,Yes,3,One year,No,Bank transfer,No,18.0,35.64,0,No
C100450,0,Yes,71,Month-to-month,DSL,Electronic check,Yes,49.76,3541.52,1,No
C100451,1,No,60,Two year,DSL,Electronic check,No,86.44,5213.0,1,No
C100452,0,Yes,66,One year,Fiber optic,Mailed check,No,68.0,4513.39,3,No
C100453,0,Yes,72,Month-to-month,Fiber optic,Electronic check,No,75.41,5396.23,1,No
C100454,0,No,1,Month-to-month,No,Bank transfer,No,54.3,36.47,1,Yes
C100455,0,Yes,56,Month-to-month,No,Bank transfer,No,100.42,5631.08,2,No
C100456,0,No,57,Two year,No,Mailed check,No,80.3,4625.33,2,No
C100457,0,No,57,Month-to-month,No,Bank transfer,Yes,87.59,4973.59,1,No
C100458,0,No,19,One year,Fiber optic,Mailed check,No,74.77,1408.29,1,No
C100459,0,Yes,28,One year,No,Bank transfer,No,85.73,2410.93,1,No
C100460,0,No,67,One year,DSL,Electronic check,Yes,83.76,5627.41,0,No
C100461,0,No,4,Month-to-month,No,Bank transfer,Yes,42.16,185.65,4,No
C100462,0,No,46,Two year,Fiber optic,Bank transfer,No,81.19,3713.58,1,No
C100463,1,No,57,Month-to-month,Fiber optic,Electronic check,No,93.75,5330.45,1,No
C100464,0,No,58,One year,DSL,Mailed check,No,104.65,6075.09,0,No
C100465,0,Yes,43,One year,No,Credit card,Yes,82.48,3578.2,1,No
C100466,0,No,55,One year,DSL,Electronic check,No,41.04,2251.24,3,Yes
C100467,0,Yes,66,Two year,Fiber optic,Bank transfer,No,45.66,3013.0,2,No
C100468,1,Yes,55,Month-to-month,Fiber optic,Credit card,Yes,56.95,3106.6,3,No
C100469,0,Yes,8,Month-to-month,No,Credit card,Yes,75.68,652.02,0,No
C100470,1,Yes,17,Month-to-month,Fiber optic,Mailed check,No,66.33,1131.47,1,No
C100471,0,No,22,Month-to-month,DSL,Bank transfer,No,36.29,825.32,3,Yes
C100472,0,Yes,25,Month-to-month,DSL,Credit card,Yes,36.11,903.5,1,No
C100473,0,No,26,Month-to-month,Fiber optic,Mailed check,No,18.0,470.13,1,No
C100474,0,No,16,Month-to-month,DSL,Electronic check,No,18.0,250.49,1,No
C100475,1,No,49,Month-to-month,Fiber optic,Electronic check,Yes,66.05,3182.68,1,Yes
C100476,0,Yes,8,Month-to-month,No,Credit card,Yes,130.0,1071.3,1,Yes
C100477,1,Yes,57,One year,No,Mailed check,Yes,123.9,7064.25,0,No
C100478,0,No,48,One year,No,Electronic check,Yes,40.65,1956.36,3,No
C100479,0,Yes,70,Month-to-month,DSL,Mailed check,Yes,74.5,5183.77,2,No
C100480,1,No,0,Month-to-month,DSL,Bank transfer,No,26.06,,2,Yes
C100481,0,No,21,Month-to-month,DSL,Mailed check,Yes,30.64,670.0,2,No
C100482,0,No,65,One year,No,Credit card,No,34.08,2258.7,2,No
C100483,0,Yes,36,Month-to-month,DSL,Bank transfer,No,63.24,2261.11,0,No
C100484,0,No,40,Month-to-month,DSL,Credit card,No,64.53,2597.99,3,No
C100485,1,No,2,Month-to-month,DSL,Credit card,Yes,77.58,159.91,0,No
C100486,0,No,55,Month-to-month,DSL,Electronic check,Yes,89.9,4941.49,1,Yes
C100487,0,Yes,18,Month-to-month,DSL,Bank transfer,Yes,59.89,1124.32,2,Yes
C100488,0,Yes,70,One year,Fiber optic,Electronic check,Yes,71.09,4964.97,4,No
C100489,0,No,27,One year,DSL,Credit card,Yes,37.19,1035.15,2,No
C100490,1,Yes,13,One year,DSL,Electronic check,No,29.67,395.25,0,No
C100491,0,Yes,43,One year,Fiber optic,Bank transfer,No,25.03,1075.87,2,No
C100492,0,No,34,One year,No,Credit card,Yes,89.48,3076.62,0,No
C100493,0,No,34,Month-to-month,DSL,Electronic check,Yes,59.86,2042.49,0,Yes
C100494,0,Yes,69,One year,Fiber optic,Credit card,Yes,18.0,1239.59,1,No
C100495,1,No,26,Month-to-month,No,Electronic check,No,68.11,1805.35,1,Yes
C100496,0,No,29,Month-to-month,DSL,Mailed check,Yes,32.54,974.89,0,No
C100497,0,Yes,45,One year,DSL,Mailed check,No,119.81,5421.5,0,No
C100498,0,Yes,12,Month-to-month,Fiber optic,Mailed check,Yes,52.64,534.48,1,Yes
C100499,1,Yes,60,Month-to-month,No,Bank transfer,Yes,90.45,5438.0,1,No
C100500,0,Yes,16,One year,Fiber optic,Credit card,Yes,102.67,1648.02,2,No
C100501,0,No,17,Two year,DSL,Electronic check,No,41.35,702.08,1,No
C100502,1,Yes,0,Two year,Fiber optic,Bank transfer,Yes,72.28,,1,Yes
C100503,1,No,25,Month-to-month,DSL,Credit card,No,86.6,2171.51,2,Yes
C100504,0,Yes,42,Month-to-month,DSL,Bank transfer,No,73.47,3102.69,0,No
C100505,0,No,51,One year,DSL,Electronic check,No,80.83,4115.63,1,No
C100506,0,No,65,Month-to-month,DSL,Credit card,No,30.11,1994.6,0,No
C100507,0,No,56,Two year,No,Electronic check,Yes,86.62,4870.19,0,No
C100508,0,Yes,23,Month-to-month,DSL,Bank transfer,Yes,55.42,1288.22,2,No
C100509,0,No,60,Month-to-month,Fiber optic,Bank transfer,No,80.48,4841.14,0,Yes
C100510,0,Yes,14,Month-to-month,No,Bank transfer,No,97.6,1395.33,1,No
C100511,0,No,15,Two year,DSL,Electronic check,No,90.06,1376.44,0,No
C100512,0,No,26,Month-to-month,No,Electronic check,Yes,80.46,2089.14,1,No
C100513,0,Yes,39,Month-to-month,No,Bank transfer,No,89.26,3505.9,1,No
C100514,0,No,14,Month-to-month,No,Electronic check,Yes,90.65,1273.45,2,Yes
C100515,0,Yes,65,Month-to-month,DSL,Mailed check,No,114.87,7514.47,0,No
C100516,0,Yes,19,Month-to-month,DSL,Bank transfer,Yes,68.98,1338.06,1,No
C100517,0,Yes,28,One year,Fiber optic,Bank transfer,Yes,74.92,2082.12,1,No
C100518,0,No,44,Month-to-month,DSL,Electronic check,Yes,97.96,4368.51,0,No
C100519,0,Yes,31,Two year,DSL,Electronic check,Yes,55.29,1661.44,1,No
C100520,0,Yes,29,Two year,DSL,Credit card,Yes,29.94,884.19,1,No
C100521,0,Yes,71,Month-to-month,No,Mailed check,No,84.8,6003.39,2,No
C100522,0,Yes,31,Month-to-month,Fiber optic,Electronic check,No,63.82,2025.47,2,Yes
C100523,1,No,8,One year,Fiber optic,Electronic check,Yes,33.77,276.48,2,Yes
C100524,0,Yes,53,Month-to-month,DSL,Mailed check,Yes,85.02,4486.22,0,No
C100525,0,No,51,Month-to-month,Fiber optic,Credit card,Yes,112.93,5752.77,0,No
C100526,0,Yes,15,Two year,Fiber optic,Electronic check,No,21.11,298.8,0,No
C100527,0,Yes,62,Two year,Fiber optic,Electronic check,No,100.67,6233.9,0,No
C100528,0,Yes,28,One year,No,Mailed check,Yes,18.0,495.78,2,No
C100529,0,No,11,Month-to-month,DSL,Electronic check,Yes,57.99,619.11,1,Yes
C100530,0,Yes,12,One year,Fiber optic,Electronic check,No,125.22,1509.39,2,No
C100531,0,No,52,One year,Fiber optic,Credit card,No,60.15,3137.58,1,No
C100532,1,No,15,Month-to-month,DSL,Bank transfer,Yes,72.7,1065.59,0,Yes
C100533,0,Yes,34,One year,Fiber optic,Electronic check,Yes,92.89,3116.8,2,Yes
C100534,0,No,53,Month-to-month,DSL,Mailed check,Yes,18.51,988.8,1,No
C100535,0,No,62,Month-to-month,No,Electronic check,No,72.16,4487.22,2,No
C100536,0,Yes,35,Month-to-month,Fiber optic,Electronic check,No,71.93,2535.81,0,No
C100537,0,Yes,66,Month-to-month,DSL,Bank transfer,No,125.87,8321.2,0,No
C100538,0,Yes,22,Month-to-month,Fiber optic,Mailed check,Yes,32.93,763.78,0,Yes
C100539,0,Yes,63,Two year,Fiber optic,Bank transfer,No,58.55,3713.58,5,No
C100540,1,Yes,18,Two year,No,Credit card,No,42.15,825.7,2,No
C100541,0,No,4,One year,DSL,Electronic check,No,38.97,233.4,1,No
C100542,0,No,52,Two year,No,Credit card,No,103.82,5354.69,1,No
C100543,0,Yes,55,Two year,Fiber optic,Mailed check,Yes,70.8,3839.07,1,Yes
C100544,1,Yes,67,Month-to-month,Fiber optic,Electronic check,No,53.33,3572.93,1,No
C100545,1,No,67,Month-to-month,DSL,Credit card,Yes,54.46,3661.43,2,No
C100546,0,No,7,Month-to-month,DSL,Electronic check,Yes,53.1,369.8,1,Yes
C100547,0,Yes,45,Month-to-month,No,Mailed check,No,55.79,2528.14,0,No
C100548,0,Yes,51,One year,Fiber optic,Bank transfer,Yes,32.07,1628.81,0,No
C100549,0,Yes,43,Month-to-month,No,Electronic check,Yes,62.24,2658.97,2,No
C100550,1,Yes,1,Month-to-month,No,Credit card,Yes,59.22,45.65,2,No
C100551,1,Yes,3,Month-to-month,DSL,Electronic check,Yes,47.27,136.81,2,Yes
C100552,0,Yes,48,Month-to-month,Fiber optic,Credit card,Yes,74.65,3604.29,0,Yes
C100553,1,No,62,Two year,DSL,Electronic check,Yes,77.2,4774.23,0,No
C100554,0,Yes,13,Month-to-month,Fiber optic,Electronic check,Yes,53.3,685.68,4,Yes
C100555,0,Yes,3,Month-to-month,No,Mailed check,No,65.68,211.3,2,No
C100556,0,Yes,29,Month-to-month,DSL,Credit card,Yes,130.0,3765.03,1,Yes
C100557,0,No,22,Month-to-month,No,Electronic check,Yes,130.0,2887.92,0,No
C100558,1,Yes,71,One year,DSL,Credit card,No,38.38,2701.99,0,No
C100559,0,Yes,67,Month-to-month,DSL,Electronic check,Yes,42.57,2823.78,2,Yes
C100560,0,No,40,Month-to-month,DSL,Mailed check,Yes,38.22,1536.42,5,Yes
C100561,0,Yes,69,Month-to-month,DSL,Mailed check,No,101.71,7028.1,2,No
C100562,0,Yes,16,Two year,No,Electronic check,Yes,58.04,907.02,0,No
C100563,0,Yes,72,One year,Fiber optic,Credit card,Yes,77.19,5591.27,2,No
C100564,0,Yes,32,One year,No,Mailed check,No,129.91,4205.24,1,No
C100565,0,No,34,One year,No,Bank transfer,No,69.69,2353.76,1,No
C100566,0,Yes,3,One year,No,Bank transfer,Yes,91.19,310.75,2,Yes
C100567,0,No,12,Month-to-month,DSL,Mailed check,No,85.61,967.77,4,Yes
C100568,0,Yes,14,Month-to-month,No,Bank transfer,Yes,52.35,759.8,0,No
C100569,0,Yes,35,Month-to-month,Fiber optic,Credit card,No,101.77,3540.51,0,No
C100570,0,Yes,13,Month-to-month,DSL,Bank transfer,No,44.51,603.03,2,Yes
C100571,0,Yes,7,Two year,Fiber optic,Mailed check,No,110.2,747.37,2,No
C100572,0,Yes,44,Month-to-month,Fiber optic,Bank transfer,No,52.38,2303.01,0,No
C100573,1,No,63,One year,DSL,Bank transfer,Yes,55.66,3486.33,0,No
C100574,0,No,5,Two year,Fiber optic,Mailed check,No,37.35,181.4,2,No
C100575,0,No,40,Month-to-month,Fiber optic,Bank transfer,No,42.27,1736.55,1,Yes
C100576,1,Yes,70,Two year,No,Mailed check,Yes,57.2,4001.3,0,No
C100577,1,Yes,29,One year,Fiber optic,Bank transfer,Yes,18.0,574.76,2,Yes
C100578,0,Yes,13,Two year,DSL,Credit card,No,63.0,809.35,1,No
C100579,0,No,5,Month-to-month,Fiber optic,Credit card,Yes,54.76,311.09,1,Yes
C100580,0,Yes,68,Month-to-month,DSL,Credit card,No,93.7,6330.96,4,Yes
C100581,0,No,29,Month-to-month,No,Bank transfer,Yes,82.69,2390.85,1,Yes
C100582,0,Yes,7,Month-to-month,Fiber optic,Bank transfer,Yes,48.77,327.99,2,Yes
C100583,0,Yes,63,Month-to-month,DSL,Electronic check,Yes,56.24,3581.56,1,No
C100584,0,Yes,58,Two year,No,Mailed check,Yes,62.96,3656.31,0,No
C100585,0,Yes,51,One year,No,Electronic check,Yes,114.58,5791.38,2,Yes
C100586,0,No,6,Month-to-month,Fiber optic,Electronic check,No,45.33,239.23,2,Yes
C100587,0,No,6,Month-to-month,DSL,Credit card,Yes,48.41,265.14,3,Yes
C100588,0,Yes,15,Month-to-month,DSL,Credit card,Yes,36.14,565.45,1,No
C100589,0,Yes,11,Month-to-month,Fiber optic,Mailed check,No,25.54,301.07,0,Yes
C100590,0,No,38,Two year,No,Electronic check,Yes,79.21,3002.47,0,No
C100591,0,No,28,Month-to-month,Fiber optic,Bank transfer,Yes,76.09,2116.81,2,Yes
C100592,0,Yes,55,Month-to-month,No,Mailed check,Yes,108.48,5984.31,0,No
C100593,0,No,7,One year,Fiber optic,Credit card,No,101.24,680.44,3,Yes
C100594,0,No,53,Month-to-month,Fiber optic,Credit card,Yes,130.0,6901.44,1,No
C100595,0,No,68,Month-to-month,No,Mailed check,No,67.78,4618.35,1,No
C100596,1,Yes,9,One year,No,Electronic check,Yes,62.18,552.76,3,No
C100597,1,No,47,One year,No,Electronic check,No,30.99,1466.47,2,No
C100598,0,No,37,Two year,No,Electronic check,Yes,90.9,3365.85,1,No
C100599,0,No,6,One year,Fiber optic,Mailed check,No,73.56,453.8,0,No
C100600,0,No,21,Month-to-month,Fiber optic,Electronic check,Yes,89.54,1846.99,0,Yes
C100601,0,Yes,57,One year,Fiber optic,Electronic check,No,35.83,2057.67,0,No
C100602,0,No,63,Two year,DSL,Electronic check,Yes,80.55,5100.32,2,No
C100603,0,No,26,One year,Fiber optic,Electronic check,Yes,76.16,1988.18,1,No
C100604,0,Yes,7,Two year,No,Bank transfer,No,74.17,534.22,1,No
C100605,0,Yes,17,One year,Fiber optic,Electronic check,Yes,49.5,838.75,1,No
C100606,0,No,61,Two year,Fiber optic,Credit card,Yes,105.68,6468.76,4,No
C100607,0,No,41,Month-to-month,Fiber optic,Electronic check,Yes,130.0,5331.63,6,Yes
C100608,0,Yes,31,One year,Fiber optic,Electronic check,No,36.69,1108.69,2,No
C100609,0,Yes,0,Month-to-month,Fiber optic,Electronic check,No,91.61,,1,No
C100610,0,Yes,57,One year,DSL,Bank transfer,No,18.0,985.15,2,No
C100611,0,No,33,One year,Fiber optic,Electronic check,Yes,90.06,2979.05,1,Yes
C100612,0,Yes,39,Two year,DSL,Mailed check,Yes,18.0,692.39,0,No
C100613,0,No,61,Two year,No,Electronic check,Yes,54.25,3298.05,2,No
C100614,0,No,41,Month-to-month,DSL,Credit card,Yes,30.61,1259.31,1,No
C100615,0,Yes,67,One year,DSL,Electronic check,No,63.53,4238.78,1,No
C100616,0,Yes,40,One year,Fiber optic,Mailed check,Yes,95.16,3819.21,1,No
C100617,0,No,25,Month-to-month,Fiber optic,Credit card,Yes,18.0,451.42,2,Yes
C100618,0,No,67,Month-to-month,Fiber optic,Electronic check,Yes,59.22,3952.31,1,No
